league_country;scraping_time;link;no;name;league;club;league_level;market_value;market_value_currency;market_value_latest_correction;highest_market_value;highest_market_value_date;age;height;nationality;position;foot;consultancy;supplier;club_since;contract_until;international;international_active;former_international;international_games;international_goals;starting_eleven_quote;minutes_quote;penalty_saves_quote;goal_participation_quote;instagram;injury;goals_conceded;clean_sheets;games;points_per_game;goals;assists;own_goals;ins;outs;yellow_cards;yellow_red_cards;red_cards;penalty_goals;minutes_per_goal;minutes
Schweiz;20230425191329;https://www.transfermarkt.ch/ulisses-garcia/profil/spieler/192616;21;Ulisses Garcia;Super League;BSC Young Boys;1.Liga;2,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;3,00 Mio. €;03.01.2022;27;1,83 m;Schweiz;Linker Verteidiger;links;Soccer Mondial AG;Nike;01.07.2018;30.06.2024;;;Schweiz;4;0;62;59;;13;http://www.instagram.com/ulissesgarcia20/;0;;;20;2,05;1;8;-;2;5;4;-;1;-;1.529';1.529'
Schweiz;20230425191348;https://www.transfermarkt.ch/loris-benito/profil/spieler/119085;23;Loris Benito;Super League;BSC Young Boys;1.Liga;800 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;4,00 Mio. €;04.06.2019;31;1,84 m;Schweiz;Linker Verteidiger;links;SBE Management AG;;04.07.2022;30.06.2025;;;Schweiz;13;1;31;31;;4;http://www.instagram.com/lorisbenito/;1;;;14;2,21;-;3;-;5;3;-;-;-;-;-;815'
Schweiz;20230425191413;https://www.transfermarkt.ch/kevin-ruegg/profil/spieler/290032;17;Kevin Rüegg;Super League;BSC Young Boys;1.Liga;1,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;6,00 Mio. €;04.06.2019;24;1,73 m;Schweiz;Rechter Verteidiger;rechts;SBE Management AG;Nike;16.07.2022;30.06.2023;;;Schweiz U21;17;0;24;21;;1;http://www.instagram.com/kevin.rueegg;1;;;9;2,22;-;1;-;2;6;1;-;-;-;-;556'
Schweiz;20230425191434;https://www.transfermarkt.ch/lewin-blum/profil/spieler/507455;27;Lewin Blum;Super League;BSC Young Boys;1.Liga;1,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;1,00 Mio. €;10.11.2022;21;1,81 m;Schweiz;Rechter Verteidiger;rechts;IFM;;01.07.2021;30.06.2027;;Schweiz U21;;7;0;69;65;;4;;0;;;26;2,15;-;3;-;6;10;7;-;-;-;-;1.688'
Schweiz;20230425191457;https://www.transfermarkt.ch/quentin-maceiras/profil/spieler/274498;24;Quentin Maceiras;Super League;BSC Young Boys;1.Liga;500 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;1,00 Mio. €;12.07.2018;27;1,81 m;Schweiz;Rechter Verteidiger;rechts;Gold Kick SA;;11.08.2020;30.06.2024;;;;;;10;12;;0;;0;;;6;1,50;-;-;-;3;1;1;-;-;-;-;322'
Schweiz;20230425191523;https://www.transfermarkt.ch/cheikh-niasse/profil/spieler/644032;20;Cheikh Niasse;Super League;BSC Young Boys;1.Liga;2,50 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;2,50 Mio. €;10.11.2022;23;1,88 m;Senegal;Defensives Mittelfeld;rechts;DKN Agency;adidas;03.02.2022;30.06.2026;;;;;;69;63;;1;;0;;;23;2,13;-;1;-;3;8;7;-;-;-;-;1.633'
Schweiz;20230425191544;https://www.transfermarkt.ch/miguel-chaiwa/profil/spieler/956604;14;Miguel Chaiwa;Super League;BSC Young Boys;1.Liga;100 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;100 Tsd. €;28.03.2023;18;1,81 m;Sambia;Defensives Mittelfeld;rechts;Guanabara Esportes SA;;01.07.2022;30.06.2027;;Sambia;;1;0;0;3;;0;;0;;;;;;;;;;;;;;;
Schweiz;20230425191601;https://www.transfermarkt.ch/kastriot-imeri/profil/spieler/469957;29;Kastriot Imeri;Super League;BSC Young Boys;1.Liga;7,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;8,00 Mio. €;08.06.2022;22;1,78 m;Schweiz;Zentrales Mittelfeld;rechts;Footuro AG;adidas;16.08.2022;30.06.2026;;Schweiz U21;;20;7;50;51;;12;;0;;;21;2,29;4;3;-;9;7;-;-;-;-;278';1.110'
Schweiz;20230425191618;https://www.transfermarkt.ch/filip-ugrinic/profil/spieler/394236;7;Filip Ugrinic;Super League;BSC Young Boys;1.Liga;2,70 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;2,70 Mio. €;10.11.2022;24;1,84 m;Schweiz;Linkes Mittelfeld;rechts;Soccer Mondial AG;;01.07.2022;30.06.2026;;;Schweiz U21;1;0;48;48;;6;;0;;;22;2,18;1;3;-;8;8;2;-;-;-;1.261';1.261'
Schweiz;20230425191643;https://www.transfermarkt.ch/fabian-rieder/profil/spieler/507341;32;Fabian Rieder;Super League;BSC Young Boys;1.Liga;12,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;12,00 Mio. €;28.03.2023;21;1,81 m;Schweiz;Offensives Mittelfeld;links;IFM;;14.01.2021;30.06.2025;;Schweiz;;4;0;90;82;;14;http://www.instagram.com/fabianriieder/;0;;;27;2,04;6;4;-;1;13;8;-;-;1;355';2.132'
Schweiz;20230425191704;https://www.transfermarkt.ch/donat-rrudhani/profil/spieler/534360;22;Donat Rrudhani;Super League;BSC Young Boys;1.Liga;700 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;700 Tsd. €;10.11.2022;23;1,86 m;Kosovo;Linksaußen;links;IFM;;01.07.2022;30.06.2026;;Kosovo;;8;1;10;17;;6;;0;;;18;2,22;-;4;-;15;3;1;-;-;-;-;448'
Schweiz;20230425191733;https://www.transfermarkt.ch/christian-fassnacht/profil/spieler/250490;16;Christian Fassnacht;Super League;BSC Young Boys;1.Liga;3,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;5,00 Mio. €;19.10.2018;29;1,85 m;Schweiz;Rechtsaußen;rechts;SEG;;01.07.2017;30.06.2024;;Schweiz;;19;4;76;67;;17;http://www.instagram.com/fassnacht16/;0;;;24;2,13;6;6;-;2;12;3;-;-;-;291';1.744'
Schweiz;20230425191753;https://www.transfermarkt.ch/meschack-elia/profil/spieler/423678;15;Meschack Elia;Super League;BSC Young Boys;1.Liga;5,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;5,00 Mio. €;04.10.2021;25;1,73 m;DR Kongo;Mittelstürmer;rechts;LITCHI AG;;14.02.2020;30.06.2024;;DR Kongo;;29;7;55;57;;14;http://www.instagram.com/meschackelialina/;0;;;24;2,08;7;3;-;8;9;1;-;1;-;211';1.479'
Schweiz;20230425191813;https://www.transfermarkt.ch/jean-pierre-nsame/profil/spieler/225055;18;Jean-Pierre Nsame;Super League;BSC Young Boys;1.Liga;3,50 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;7,00 Mio. €;31.07.2020;29;1,88 m;Kamerun;Mittelstürmer;rechts;Global Compensation;Nike;19.07.2017;30.06.2024;Kamerun;;;4;0;62;56;;29;http://www.instagram.com/nsame18/;0;;;26;2,15;16;4;-;8;15;4;-;-;1;92';1.464'
Schweiz;20230425191833;https://www.transfermarkt.ch/cedric-itten/profil/spieler/243856;11;Cedric Itten;Super League;BSC Young Boys;1.Liga;3,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;4,50 Mio. €;18.01.2021;26;1,89 m;Schweiz;Mittelstürmer;rechts;IFM;Nike;01.07.2022;30.06.2026;;Schweiz;;9;4;62;58;;36;http://www.instagram.com/cedricitten_13/;0;;;27;2,04;17;8;-;9;12;3;-;1;4;88';1.503'
Schweiz;20230425191851;https://www.transfermarkt.ch/joel-monteiro/profil/spieler/410787;77;Joël Monteiro;Super League;BSC Young Boys;1.Liga;700 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;700 Tsd. €;28.03.2023;23;1,91 m;Portugal;Mittelstürmer;rechts;Alke Sports Group Sàrl;;01.03.2021;30.06.2024;;;;;;14;24;;6;;0;;;22;1,95;1;3;-;18;1;1;-;-;-;614';614'
Schweiz;20230425191914;https://www.transfermarkt.ch/yannick-toure/profil/spieler/421824;;Yannick Toure;Super League;BSC Young Boys;1.Liga;400 Tsd. €Letzte Änderung: 29.12.2022;Tsd. €;Letzte Änderung: 29.12.2022;600 Tsd. €;08.06.2022;22;1,84 m;Schweiz;Mittelstürmer;rechts;Soccer Mondial AG;Nike;16.08.2021;30.06.2024;;;Schweiz U20;1;0;;;;;http://www.instagram.com/yannicktoure_f/;1;;;;;;;;;;;;;;;
Schweiz;20230425191938;https://www.transfermarkt.ch/marwin-hitz/profil/spieler/59238;1;Marwin Hitz;Super League;FC Basel;1.Liga;500 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;4,50 Mio. €;15.02.2016;35;1,94 m;Schweiz;Torwart;rechts;ROOF;adidas;01.07.2022;30.06.2025;;;Schweiz;2;0;93;91;43;;http://www.instagram.com/marwinhitz/;0;33;6;27;1,26;-;;-;-;1;3;-;-;;;2.385'
Schweiz;20230425191955;https://www.transfermarkt.ch/mirko-salvi/profil/spieler/147027;13;Mirko Salvi;Super League;FC Basel;1.Liga;100 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;650 Tsd. €;12.07.2017;29;1,88 m;Schweiz;Torwart;rechts;Sportfront Global;;01.07.2022;30.06.2024;;;Schweiz U21;1;0;7;9;0;;;0;2;1;3;0,67;-;;-;1;-;-;-;-;;;224'
Schweiz;20230425192018;https://www.transfermarkt.ch/nils-de-mol/profil/spieler/499195;16;Nils de Mol;Super League;FC Basel;1.Liga;100 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;150 Tsd. €;23.06.2021;21;1,84 m;Schweiz;Torwart;rechts;Heusler Werthmüller Heitz;;01.07.2022;30.06.2023;;;Schweiz U21;0;0;0;0;0;;;0;;;;;;;;;;;;;;;
Schweiz;20230425192038;https://www.transfermarkt.ch/andy-pelmard/profil/spieler/494236;21;Andy Pelmard;Super League;FC Basel;1.Liga;3,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;5,00 Mio. €;15.10.2020;23;1,80 m;Frankreich;Innenverteidiger;rechts;P&P Sport Management S.A.M.;;01.07.2022;30.06.2025;;;Frankreich U21;2;0;86;91;;3;http://www.instagram.com/andy_pelmard/;0;;;29;1,24;-;1;-;4;1;3;-;-;-;-;2.368'
Schweiz;20230425192054;https://www.transfermarkt.ch/arnau-comas/profil/spieler/388542;4;Arnau Comas;Super League;FC Basel;1.Liga;1,50 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;1,50 Mio. €;28.03.2023;23;1,91 m;Spanien;Innenverteidiger;rechts;Wasserman;;01.07.2022;30.06.2026;Spanien U21;;;1;0;45;43;;8;http://www.instagram.com/arnaucomas/;1;;;13;1,54;2;1;-;-;2;5;-;-;-;558';1.115'
Schweiz;20230425192112;https://www.transfermarkt.ch/kasim-adams/profil/spieler/263801;15;Kasim Adams;Super League;FC Basel;1.Liga;1,30 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;8,50 Mio. €;12.07.2018;27;1,90 m;Ghana;Innenverteidiger;rechts;Signature - ISCM AG;;21.07.2022;30.06.2023;;;Ghana;11;1;79;81;;3;http://www.instagram.com/adamskassim24/;0;;;24;1,38;-;1;-;2;-;4;-;-;-;-;2.048'
Schweiz;20230425192133;https://www.transfermarkt.ch/riccardo-calafiori/profil/spieler/502821;33;Riccardo Calafiori;Super League;FC Basel;1.Liga;3,50 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;4,00 Mio. €;14.10.2021;20;1,88 m;Italien;Linker Verteidiger;links;World Soccer Agency;;31.08.2022;30.06.2025;Italien U21;;;2;0;75;65;;3;http://www.instagram.com/richycala/;0;;;19;1,21;-;1;-;1;5;5;-;-;-;-;1.398'
Schweiz;20230425192154;https://www.transfermarkt.ch/hugo-vogel/profil/spieler/743519;28;Hugo Vogel;Super League;FC Basel;1.Liga;400 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;500 Tsd. €;30.03.2022;19;1,77 m;Frankreich;Linker Verteidiger;links;Goal Pro Management;adidas;01.07.2022;30.06.2026;Frankreich U19;;;2;0;7;5;;0;http://instagram.com/vogel.hugoo;0;;;2;0,50;-;-;-;-;1;1;-;-;-;-;135'
Schweiz;20230425192209;https://www.transfermarkt.ch/sergio-lopez/profil/spieler/523972;22;Sergio López;Super League;FC Basel;1.Liga;1,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;1,00 Mio. €;08.08.2018;24;1,79 m;Spanien;Rechter Verteidiger;rechts;Footfeel ISM;;01.07.2021;30.06.2024;;;;;;45;46;;5;http://www.instagram.com/sergiolg2/;0;;;16;1,13;1;1;-;3;4;2;-;-;-;1.193';1.193'
Schweiz;20230425192231;https://www.transfermarkt.ch/michael-lang/profil/spieler/51346;5;Michael Lang;Super League;FC Basel;1.Liga;500 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;6,00 Mio. €;18.12.2018;32;1,85 m;Schweiz;Rechter Verteidiger;rechts;IFM;;19.07.2021;30.06.2025;;Schweiz;;31;3;52;53;;11;;0;;;20;1,15;1;3;-;5;4;4;-;1;-;1.386';1.386'
Schweiz;20230425192254;https://www.transfermarkt.ch/fabian-frei/profil/spieler/52595;20;Fabian Frei;Super League;FC Basel;1.Liga;500 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;5,00 Mio. €;14.04.2015;34;1,83 m;Schweiz;Defensives Mittelfeld;rechts;Giallanza Sport;adidas;01.01.2018;30.06.2024;Schweiz;;;24;3;38;42;;5;http://www.instagram.com/fabianfrei20/;1;;;19;1,26;1;1;-;8;1;2;1;-;1;1.106';1.106'
Schweiz;20230425192309;https://www.transfermarkt.ch/taulant-xhaka/profil/spieler/113125;34;Taulant Xhaka;Super League;FC Basel;1.Liga;300 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;4,00 Mio. €;20.04.2016;32;1,72 m;Albanien;Defensives Mittelfeld;rechts;Signature - ISCM AG;;01.07.2010;30.06.2027;;;Albanien;30;1;52;44;;8;http://www.instagram.com/tx.34/;0;;;17;1,59;-;3;-;2;11;7;-;-;-;-;1.146'
Schweiz;20230425192329;https://www.transfermarkt.ch/wouter-burger/profil/spieler/412953;23;Wouter Burger;Super League;FC Basel;1.Liga;4,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;4,00 Mio. €;28.03.2023;22;1,90 m;Niederlande;Zentrales Mittelfeld;links;SEG;;31.08.2021;30.06.2025;;Niederlande U21;;6;0;66;63;;8;http://www.instagram.com/wouterburger_/;0;;;25;1,32;3;-;-;6;9;8;-;1;-;547';1.642'
Schweiz;20230425192348;https://www.transfermarkt.ch/andy-diouf/profil/spieler/711976;8;Andy Diouf;Super League;FC Basel;1.Liga;1,40 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;1,40 Mio. €;28.03.2023;19;1,87 m;Frankreich;Zentrales Mittelfeld;links;SBE Management AG;adidas;18.07.2022;30.06.2023;;Frankreich U21;;1;0;71;75;;3;http://www.instagram.com/diouf_andy/;0;;;28;1,25;-;1;-;8;4;3;-;-;-;-;1.885'
Schweiz;20230425192404;https://www.transfermarkt.ch/liam-chipperfield/profil/spieler/604780;40;Liam Chipperfield;Super League;FC Basel;1.Liga;300 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;750 Tsd. €;08.06.2022;19;1,78 m;Schweiz;Zentrales Mittelfeld;;CAA Stellar;;01.01.2022;30.06.2023;Schweiz U19;;;4;0;0;0;;0;;0;;;-;-;-;-;-;-;-;-;-;-;-;-;-
Schweiz;20230425192425;https://www.transfermarkt.ch/emmanuel-essiam/profil/spieler/863745;18;Emmanuel Essiam;Super League;FC Basel;1.Liga;200 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;200 Tsd. €;28.03.2023;19;1,83 m;Ghana;Zentrales Mittelfeld;rechts;SPOCS Global Sports;;03.01.2022;30.06.2026;;;Ghana U23;2;0;3;3;;0;;0;;;2;2,00;-;-;-;1;-;-;-;-;-;-;90'
Schweiz;20230425192444;https://www.transfermarkt.ch/zeki-amdouni/profil/spieler/548729;9;Zeki Amdouni;Super League;FC Basel;1.Liga;5,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;5,00 Mio. €;28.03.2023;22;1,85 m;Schweiz;Offensives Mittelfeld;;Soccer Mondial AG;;01.07.2022;30.06.2024;;Schweiz;;3;2;62;64;;27;http://www.instagram.com/zekiamdouni/;0;;;25;0,96;7;3;-;7;8;1;-;-;1;237';1.662'
Schweiz;20230425192504;https://www.transfermarkt.ch/darian-males/profil/spieler/507479;19;Darian Males;Super League;FC Basel;1.Liga;4,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;4,00 Mio. €;28.03.2023;21;1,89 m;Schweiz;Offensives Mittelfeld;links;Footuro AG;adidas;09.07.2021;30.06.2023;;Schweiz U21;;13;0;55;49;;22;http://www.instagram.com/malesdarian/;0;;;22;1,27;3;5;-;6;12;4;-;-;1;425';1.274'
Schweiz;20230425192521;https://www.transfermarkt.ch/adriano-onyegbule/profil/spieler/806015;29;Adriano Onyegbule;Super League;FC Basel;1.Liga;100 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;100 Tsd. €;28.03.2023;16;1,84 m;Deutschland;Offensives Mittelfeld;rechts;Berater bekannt - Spieler unter 18;;01.07.2022;30.06.2025;Deutschland U17;;;2;0;0;0;;0;;0;;;-;-;-;-;-;-;-;-;-;-;-;-;-
Schweiz;20230425192542;https://www.transfermarkt.ch/liam-millar/profil/spieler/487417;7;Liam Millar;Super League;FC Basel;1.Liga;1,80 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;3,00 Mio. €;28.03.2022;23;1,81 m;Kanada;Linksaußen;rechts;;;08.07.2021;30.06.2025;Kanada;;;17;0;38;42;;3;http://www.instagram.com/liammillar11/;1;;;21;1,38;-;1;-;10;7;3;-;-;-;-;1.083'
Schweiz;20230425192600;https://www.transfermarkt.ch/anton-kade/profil/spieler/654234;30;Anton Kade;Super League;FC Basel;1.Liga;1,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;1,00 Mio. €;28.03.2023;19;1,85 m;Deutschland;Linksaußen;rechts;Lucky 13;;01.07.2022;30.06.2026;Deutschland U19;;;8;2;28;24;;3;;0;;;16;1,25;-;1;-;8;8;-;-;-;-;-;614'
Schweiz;20230425192620;https://www.transfermarkt.ch/hugo-novoa/profil/spieler/668276;90;Hugo Novoa;Super League;FC Basel;1.Liga;5,00 Mio. €Letzte Änderung: 09.11.2022;Mio. €;Letzte Änderung: 09.11.2022;5,00 Mio. €;21.09.2022;20;1,82 m;Spanien;Rechtsaußen;rechts;ROOF;;04.01.2023;30.06.2024;Spanien U21;;;4;1;31;33;;19;http://www.instagram.com/hugonovoa_/;0;;;10;1,00;1;2;-;6;5;-;-;-;-;386';386'
Schweiz;20230425192638;https://www.transfermarkt.ch/dan-ndoye/profil/spieler/365108;27;Dan Ndoye;Super League;FC Basel;1.Liga;3,50 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;4,00 Mio. €;07.01.2021;22;1,83 m;Schweiz;Rechtsaußen;rechts;BSG GROUP;;01.07.2022;30.06.2026;;Schweiz U21;;22;8;69;70;;8;http://www.instagram.com/danndoye10/;0;;;26;1,23;2;1;-;6;13;5;-;-;-;908';1.815'
Schweiz;20230425192658;https://www.transfermarkt.ch/andi-zeqiri/profil/spieler/345468;17;Andi Zeqiri;Super League;FC Basel;1.Liga;2,70 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;3,00 Mio. €;22.12.2021;23;1,85 m;Schweiz;Mittelstürmer;links;Gold Kick SA;Nike;02.08.2022;30.06.2023;;;Schweiz;7;0;59;51;;26;http://www.instagram.com/andizeqiri99/;0;;;23;1,13;7;2;-;7;16;2;-;-;-;175';1.228'
Schweiz;20230425192713;https://www.transfermarkt.ch/jean-kevin-augustin/profil/spieler/264956;10;Jean-Kévin Augustin;Super League;FC Basel;1.Liga;1,30 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;25,00 Mio. €;22.10.2018;25;1,79 m;Frankreich;Mittelstürmer;rechts;Sport Cover;adidas;01.07.2022;30.06.2025;;;Frankreich U21;9;6;17;21;;11;http://www.instagram.com/augustin_29/;0;;;14;1,64;3;1;-;9;5;4;-;-;1;180';539'
Schweiz;20230425192733;https://www.transfermarkt.ch/bradley-fink/profil/spieler/539801;14;Bradley Fink;Super League;FC Basel;1.Liga;1,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;1,00 Mio. €;10.11.2022;20;1,92 m;Schweiz;Mittelstürmer;beidfüßig;SCORES sports management ag;Puma;17.08.2022;30.06.2026;;Schweiz U21;;4;1;44;43;;14;http://www.instagram.com/bradleyfink9/;0;;;20;1,30;5;-;-;9;8;2;-;-;-;194';969'
